# time, G_impt, X3UrX3, X3UrX1X2X3, X1X2X3UrX1X2X3
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.000000000000000000e-01+0.000000000000000000e+00j)	 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.000000000000000000e+00+0.000000000000000000e+00j)
 (4.000000000000000083e-02+0.000000000000000000e+00j)	 (2.381632467894566063e-01-3.718379606400533666e-01j)	 (3.302675023614453087e-01-9.133093161934452420e-01j)	 (-1.554911085737886722e-01-1.805878871704530708e-01j)	 (9.522319366566001086e-01-1.909577675116329865e-01j)
 (8.000000000000000167e-02+0.000000000000000000e+00j)	 (-1.794253177384828035e-01-2.454232772042845845e-01j)	 (-7.334917840768538921e-01-5.471131519430334489e-01j)	 (-3.988345190363559722e-01-5.990015098271286864e-02j)	 (8.618462920685696638e-01-3.075125480121819743e-01j)
 (1.199999999999999956e-01+0.000000000000000000e+00j)	 (-1.687843283827442642e-01+1.741262634034810020e-01j)	 (-6.907340584159380459e-01+5.705498095508770851e-01j)	 (-3.759719230894449371e-01+2.366526746397142889e-01j)	 (8.131536339418415915e-01-3.760608890079798483e-01j)
 (1.600000000000000033e-01+0.000000000000000000e+00j)	 (2.451660511851973812e-01+2.687153086123511558e-01j)	 (3.941583417664148992e-01+8.503864996360036566e-01j)	 (-1.023844169220480826e-01+3.331657755897318163e-01j)	 (8.036960094546073963e-01-4.822766027229232755e-01j)
 (2.000000000000000111e-01+0.000000000000000000e+00j)	 (4.640319820345856772e-01-1.188755456268997812e-01j)	 (9.829291735319638512e-01-1.124483905681139817e-01j)	 (5.840826484143538111e-02+1.333944297061307183e-01j)	 (7.492961141662224378e-01-6.460261093926369380e-01j)
 (2.399999999999999911e-01+0.000000000000000000e+00j)	 (1.617027849678109863e-01-4.623363372950605177e-01j)	 (2.369368528146554298e-01-9.661458933361438683e-01j)	 (-9.205264646853501820e-02-4.415145349963973953e-02j)	 (6.051474386887953916e-01-7.895400793375849657e-01j)
 (2.800000000000000266e-01+0.000000000000000000e+00j)	 (-2.545210397229052957e-01-2.949680581758605813e-01j)	 (-7.977973522459229638e-01-5.119944747500698723e-01j)	 (-3.074023522959028476e-01+8.297491414723860703e-02j)	 (4.318120569376884821e-01-8.438941313390242449e-01j)
 (3.200000000000000067e-01+0.000000000000000000e+00j)	 (-2.189544751747161400e-01+1.313394226924777808e-01j)	 (-6.683132655749647322e-01+6.021518977698732122e-01j)	 (-2.452832386146051868e-01+3.613953568094059321e-01j)	 (3.128196888834561817e-01-8.434295294677501831e-01j)
 (3.599999999999999867e-01+0.000000000000000000e+00j)	 (1.937234353073097881e-01+2.023381134635411915e-01j)	 (4.326317715865006797e-01+7.973493520599637119e-01j)	 (4.810282670276587458e-02+4.180309546513124586e-01j)	 (2.402204647754371258e-01-8.747744665452863444e-01j)
 (4.000000000000000222e-01+0.000000000000000000e+00j)	 (3.745223823357098358e-01-1.904567886435118151e-01j)	 (9.391225711640338591e-01-2.054749328549356768e-01j)	 (2.023525467378143039e-01+1.867680249058549791e-01j)	 (1.297123842127767268e-01-9.525470324783558151e-01j)
 (4.400000000000000022e-01+0.000000000000000000e+00j)	 (4.114334644917626987e-02-4.963103151394193668e-01j)	 (1.247635167627254987e-01-9.911542722812298756e-01j)	 (4.521986887839753166e-02+1.561051659426746429e-03j)	 (-5.611595875086473895e-02-9.973984789189368483e-01j)
 (4.799999999999999822e-01+0.000000000000000000e+00j)	 (-3.625732896624043744e-01-2.832952930369261324e-01j)	 (-8.707744761128515254e-01-4.497026183735907678e-01j)	 (-1.550321751649478552e-01+1.244362947132091057e-01j)	 (-2.506457754530603821e-01-9.474477972264271353e-01j)
 (5.200000000000000178e-01+0.000000000000000000e+00j)	 (-2.931386403833158294e-01+1.514518505094251122e-01j)	 (-6.517282898924906531e-01+6.554124763063901016e-01j)	 (-6.967766846410934634e-02+3.752728934697237007e-01j)	 (-3.730176160360536008e-01-8.456790975725051451e-01j)
 (5.600000000000000533e-01+0.000000000000000000e+00j)	 (1.252966376601002685e-01+2.014639077200203188e-01j)	 (4.619536428953180951e-01+7.659223050594721194e-01j)	 (2.250094813669235583e-01+3.864357485056478803e-01j)	 (-4.380842825723760825e-01-7.798206889631192906e-01j)
 (5.999999999999999778e-01+0.000000000000000000e+00j)	 (2.769283334537859242e-01-1.923650333602389961e-01j)	 (8.868908941893910436e-01-2.696686287719355923e-01j)	 (3.545407287933677876e-01+1.224918123258500746e-01j)	 (-5.312720209840804397e-01-7.596358780753358353e-01j)
 (6.400000000000000133e-01+0.000000000000000000e+00j)	 (-7.510076601593976275e-02-4.585257836731828629e-01j)	 (1.361297617748502553e-02-9.821406494184763414e-01j)	 (1.743932315951653989e-01-6.929236908376242010e-02j)	 (-6.839599502031766809e-01-7.049711730834267165e-01j)
 (6.800000000000000488e-01+0.000000000000000000e+00j)	 (-4.535501155571413090e-01-2.027003284173155839e-01j)	 (-9.321322407227007334e-01-3.575209551611636116e-01j)	 (-2.664851298368530255e-02+5.097165076475886070e-02j)	 (-8.255381887879594816e-01-5.614075582201991654e-01j)
 (7.199999999999999734e-01+0.000000000000000000e+00j)	 (-3.409186299458533687e-01+2.347108611859672345e-01j)	 (-6.210317365542611379e-01+7.301342666460688413e-01j)	 (6.473218904457334055e-02+2.775486958411221283e-01j)	 (-8.799604927325545001e-01-3.800605167184197275e-01j)
 (7.600000000000000089e-01+0.000000000000000000e+00j)	 (8.977000500104485858e-02+2.590674581462754089e-01j)	 (5.017884800148708635e-01+7.534874876294785917e-01j)	 (3.430584548122097011e-01+2.505510404928362189e-01j)	 (-8.704453392339683848e-01-2.487166743418656178e-01j)
 (8.000000000000000444e-01+0.000000000000000000e+00j)	 (2.197359530203701894e-01-1.388735020896534611e-01j)	 (8.457955136820507480e-01-3.103463235271862741e-01j)	 (4.325629505257910234e-01-3.470450029745587167e-02j)	 (-8.844562884211135678e-01-1.715283223373630372e-01j)
 (8.399999999999999689e-01+0.000000000000000000e+00j)	 (-1.410692022028824377e-01-3.704552800070177732e-01j)	 (-7.763032180070233990e-02-9.476896154587373111e-01j)	 (2.177146932996077977e-01-2.201323197766435480e-01j)	 (-9.484890949991335862e-01-6.716033635216397957e-02j)
 (8.800000000000000044e-01+0.000000000000000000e+00j)	 (-4.853051585740069118e-01-8.140593058183613617e-02j)	 (-9.647784566872354972e-01-2.471786042257090310e-01j)	 (6.208467144237173052e-03-8.981493228269819828e-02j)	 (-9.896123252641840784e-01+1.120811249050839564e-01j)
 (9.200000000000000400e-01+0.000000000000000000e+00j)	 (-3.249989823711018633e-01+3.470196926909472901e-01j)	 (-5.615703435213440509e-01+8.123503417233480794e-01j)	 (9.413805160205802880e-02+1.259511763337278767e-01j)	 (-9.381225499295767767e-01+3.085456363884357400e-01j)
 (9.599999999999999645e-01+0.000000000000000000e+00j)	 (1.189730909349234200e-01+3.361061612935282161e-01j)	 (5.645663271719700838e-01+7.445958649639715654e-01j)	 (3.477124417485727426e-01+7.705788704186475324e-02j)	 (-8.262834398223205534e-01+4.363643167965128855e-01j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (2.288325548411674348e-01-7.325669221942822384e-02j)	 (8.263537790414975381e-01-3.444823411037107319e-01j)	 (3.924976438588131944e-01-2.107532872740608410e-01j)	 (-7.436367963937562386e-01+4.985308079925324654e-01j)
 (1.040000000000000036e+00+0.000000000000000000e+00j)	 (-1.374659123118302517e-01-2.789096016546382395e-01j)	 (-1.407905173424282841e-01-9.065979852242331827e-01j)	 (1.428038109864855354e-01-3.713020266326914620e-01j)	 (-7.120057612883702314e-01+5.786101213065332205e-01j)
 (1.080000000000000071e+00+0.000000000000000000e+00j)	 (-4.458331679929532498e-01+3.127251153628463065e-02j)	 (-9.637602898369180826e-01-1.388890358745125675e-01j)	 (-7.674959762710381606e-02-2.144421570293155166e-01j)	 (-6.567618993285031515e-01+7.188795922427492213e-01j)
 (1.120000000000000107e+00+0.000000000000000000e+00j)	 (-2.410146018823738356e-01+4.379088669812001289e-01j)	 (-4.719391302214683837e-01+8.815446126997938947e-01j)	 (1.074166477365015582e-02+6.096705968749032388e-03j)	 (-5.149057893160690069e-01+8.571577888247976507e-01j)
 (1.159999999999999920e+00+0.000000000000000000e+00j)	 (2.097577332771685121e-01+3.822292423635569314e-01j)	 (6.486875074999886026e-01+7.192841436481597350e-01j)	 (2.439713872027304831e-01-4.809158487887041367e-02j)	 (-3.271980413109330521e-01+9.116504831636411676e-01j)
 (1.199999999999999956e+00+0.000000000000000000e+00j)	 (2.938413299246292465e-01-4.480050881167579879e-02j)	 (8.245491731387827317e-01-3.914766297862832256e-01j)	 (2.521627489577746850e-01-3.213699697317344839e-01j)	 (-1.841018226923162304e-01+8.940032491406549875e-01j)
 (1.239999999999999991e+00+0.000000000000000000e+00j)	 (-8.176404090781946854e-02-2.312741610925279634e-01j)	 (-1.824620462794270259e-01-8.779278154411127577e-01j)	 (-2.015667162720374481e-02-4.422036421505730064e-01j)	 (-1.018353597706122687e-01+8.908867531611796009e-01j)
 (1.280000000000000027e+00+0.000000000000000000e+00j)	 (-3.595891277737320313e-01+9.091658471122672502e-02j)	 (-9.388033753067730469e-01-5.090795486575130924e-02j)	 (-2.338079501807616978e-01-2.477709528501444436e-01j)	 (-3.571574583726186847e-03+9.401758565348266039e-01j)
 (1.320000000000000062e+00+0.000000000000000000e+00j)	 (-1.199237685182849844e-01+4.671750651076976291e-01j)	 (-3.649403309287470587e-01+9.213536894955415280e-01j)	 (-1.331709676669385889e-01-1.383571773431431680e-02j)	 (1.677435397390072969e-01+9.766965604327988437e-01j)
 (1.360000000000000098e+00+0.000000000000000000e+00j)	 (3.255826343590216276e-01+3.624755445569082246e-01j)	 (7.391613148779292430e-01+6.637969806849821630e-01j)	 (9.367860652370840757e-02-6.510328487263919439e-02j)	 (3.644468887830953907e-01+9.242101201755391626e-01j)
 (1.400000000000000133e+00+0.000000000000000000e+00j)	 (3.736470499922975308e-01-8.263509980941044497e-02j)	 (8.240498727865812612e-01-4.626465838504595918e-01j)	 (8.171246496320702657e-02-3.165801931289283777e-01j)	 (4.972000129337533769e-01+8.036741886652541966e-01j)
 (1.439999999999999947e+00+0.000000000000000000e+00j)	 (-1.886070786667416038e-02-2.504496741537088345e-01j)	 (-2.202586517877968553e-01-8.709404337694355291e-01j)	 (-1.943250254812598499e-01-3.939373955463549848e-01j)	 (5.570414501372425997e-01+7.048091484159844100e-01j)
 (1.479999999999999982e+00+0.000000000000000000e+00j)	 (-2.745284818430187013e-01+8.140179867009789128e-02j)	 (-9.091067951140747727e-01+9.867465001557039830e-03j)	 (-3.833009317940287430e-01-1.628123579391024256e-01j)	 (6.240969320620396443e-01+6.611168967579668099e-01j)
 (1.520000000000000018e+00+0.000000000000000000e+00j)	 (-1.172010906315384959e-02+4.260963526654686362e-01j)	 (-2.610384358124511195e-01+9.280899878617673293e-01j)	 (-2.529417049592524447e-01+8.079853557858494850e-02j)	 (7.507283840245587703e-01+6.048958455474268137e-01j)
 (1.560000000000000053e+00+0.000000000000000000e+00j)	 (4.157677561052387505e-01+2.758367807742361788e-01j)	 (8.153421428991537434e-01+5.780415517774794010e-01j)	 (-1.723909582542272612e-02+2.807076782740908563e-02j)	 (8.842985262008447034e-01+4.657584804678429058e-01j)
 (1.600000000000000089e+00+0.000000000000000000e+00j)	 (4.181895425984467618e-01-1.802330443738994481e-01j)	 (8.049615142645247801e-01-5.550028183444062346e-01j)	 (-3.344643758148466151e-02-2.070994157303084060e-01j)	 (9.387472645904635371e-01+2.733948445768276114e-01j)
 (1.640000000000000124e+00+0.000000000000000000e+00j)	 (2.774177521719781159e-03-3.227531226511320406e-01j)	 (-2.732356379579135019e-01-8.802361055400376166e-01j)	 (-2.967871526639949131e-01-2.498881162981554938e-01j)	 (9.139129726980665946e-01+1.193163596525846359e-01j)
 (1.679999999999999938e+00+0.000000000000000000e+00j)	 (-2.367241310050171577e-01+2.332591632841713586e-02j)	 (-8.931476909171529588e-01+5.128681865948499924e-02j)	 (-4.468025482346972832e-01+4.934301584372337290e-03j)	 (8.940625020216355079e-01+3.154961232199660071e-02j)
 (1.719999999999999973e+00+0.000000000000000000e+00j)	 (4.092093815611134305e-02+3.420015714289515452e-01j)	 (-1.777720292030728344e-01+9.125783644987229826e-01j)	 (-2.763791097916085127e-01+2.433360268284529837e-01j)	 (9.277444099633613828e-01-6.076574281508857756e-02j)
 (1.760000000000000009e+00+0.000000000000000000e+00j)	 (4.422337498782569210e-01+1.558661216069916755e-01j)	 (8.616720311041695668e-01+4.758299585096910644e-01j)	 (-2.426754191349054374e-02+1.746947274732649491e-01j)	 (9.587421987581317140e-01-2.229489513833692316e-01j)
 (1.800000000000000044e+00+0.000000000000000000e+00j)	 (3.949962392910632558e-01-2.987737178260000404e-01j)	 (7.544833423270275174e-01-6.526029742808591161e-01j)	 (-3.780222576357731429e-02-5.861088497990758761e-02j)	 (9.056922453813363028e-01-4.181594343612286546e-01j)
 (1.840000000000000080e+00+0.000000000000000000e+00j)	 (-4.316250138819553023e-02-4.051790943931142808e-01j)	 (-3.515535530357781768e-01-8.886701242484348340e-01j)	 (-2.823563339818461748e-01-8.336912064144909318e-02j)	 (7.778717828916084098e-01-5.551936416826378506e-01j)
 (1.880000000000000115e+00+0.000000000000000000e+00j)	 (-2.659875150600166105e-01-3.698912344772824906e-02j)	 (-8.988889713745276122e-01+9.153156354205280176e-02j)	 (-3.906083083368319664e-01+1.761980121199696880e-01j)	 (6.635442619728000313e-01-6.132604849378257006e-01j)
 (1.919999999999999929e+00+0.000000000000000000e+00j)	 (2.512116128510993862e-02+2.637770515452877440e-01j)	 (-1.207218401535991859e-01+8.943354775389162903e-01j)	 (-1.820045925740791104e-01+3.904671807042426890e-01j)	 (6.072965301427168949e-01-6.675332452780539105e-01j)
 (1.959999999999999964e+00+0.000000000000000000e+00j)	 (3.995821358754976238e-01+5.300969223716759521e-02j)	 (8.757481618482418906e-01+3.777799757591975838e-01j)	 (8.152948251151509451e-02+2.893101975669259973e-01j)	 (5.496302318021816236e-01-7.794608145085070161e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (3.064181543050833456e-01-3.875947178350923061e-01j)	 (6.738299371417677541e-01-7.347689061493641871e-01j)	 (6.493244159269731530e-02+4.303078428752200868e-02j)	 (4.141001707709785484e-01-9.068920432994521663e-01j)
 (2.040000000000000036e+00+0.000000000000000000e+00j)	 (-1.467955829942729773e-01-4.481802123520694514e-01j)	 (-4.508527357871869312e-01-8.765023673561321838e-01j)	 (-1.674171211249644298e-01+2.114044007442219403e-02j)	 (2.188157487126704825e-01-9.610641276538206546e-01j)
 (2.080000000000000071e+00+0.000000000000000000e+00j)	 (-3.453898941340806106e-01-5.210320829091036332e-02j)	 (-9.195702035883703829e-01+1.492341098623380935e-01j)	 (-2.435651171671402437e-01+2.698070696356685283e-01j)	 (5.469026508019050187e-02-9.299941686803365748e-01j)
 (2.120000000000000107e+00+0.000000000000000000e+00j)	 (-3.548631733357351242e-02+2.359776089432808199e-01j)	 (-8.081115282665096711e-02+8.911715201014734911e-01j)	 (-1.047386458439172538e-02+4.462882224521717012e-01j)	 (-3.891569448908403089e-02-8.939813697072132026e-01j)
 (2.160000000000000142e+00+0.000000000000000000e+00j)	 (3.178945450822316388e-01+8.006811849594799857e-03j)	 (8.694487940049254737e-01+3.006281734717570209e-01j)	 (2.487488519284769550e-01+3.029942319297191378e-01j)	 (-1.255466137089817080e-01-9.113487542471193636e-01j)
 (2.200000000000000178e+00+0.000000000000000000e+00j)	 (1.884513456789221608e-01-4.109124181472441073e-01j)	 (5.777560465953616164e-01-7.868219061459109653e-01j)	 (2.138239529543698170e-01+3.726333015698839179e-02j)	 (-2.775397652221175959e-01-9.358752267738643660e-01j)
 (2.240000000000000213e+00+0.000000000000000000e+00j)	 (-2.672007361897508759e-01-4.219159559544495286e-01j)	 (-5.543161480073934833e-01-8.319398179944441640e-01j)	 (-2.120071461850524253e-02+1.266005502714346968e-02j)	 (-4.695132895333722911e-01-8.825800381030179942e-01j)
 (2.280000000000000249e+00+0.000000000000000000e+00j)	 (-4.302269000338296290e-01+1.344884163429212187e-03j)	 (-9.373082208002194715e-01+2.333594825562333441e-01j)	 (-8.181748332568922200e-02+2.455657764096280671e-01j)	 (-6.100382874974628056e-01-7.489036230822789797e-01j)
