# time, G_impt_trot, X3Ur_trotX3, X3Ur_trotX1X2X3, X1X2X3Ur_trotX1X2X3
 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.000000000000000000e-01+0.000000000000000000e+00j)	 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.000000000000000000e+00+0.000000000000000000e+00j)
 (4.000000000000000083e-02+0.000000000000000000e+00j)	 (2.426425645622541372e-01-3.686103819354486499e-01j)	 (3.387401785051731840e-01-9.074185536389561824e-01j)	 (-1.622668397193071377e-01-1.884572437068337269e-01j)	 (9.476648891350593074e-01-2.002113830993831889e-01j)
 (8.000000000000000167e-02+0.000000000000000000e+00j)	 (-1.704083970799918912e-01-2.484858990425566350e-01j)	 (-7.178491283875843010e-01-5.535975229600939018e-01j)	 (-4.174817698497640950e-01-6.270074392495481042e-02j)	 (8.487985387437105844e-01-3.183058736198692840e-01j)
 (1.199999999999999956e-01+0.000000000000000000e+00j)	 (-1.659603188736627488e-01+1.637941993733444679e-01j)	 (-6.895819674168711666e-01+5.527156092734123449e-01j)	 (-3.960325716444378918e-01+2.492796976805197184e-01j)	 (7.965751519659466373e-01-3.827347146411360646e-01j)
 (1.600000000000000033e-01+0.000000000000000000e+00j)	 (2.389705611360038728e-01+2.629155831040411728e-01j)	 (3.791967985674113972e-01+8.471518337582322200e-01j)	 (-1.093379831925171825e-01+3.557931476963604456e-01j)	 (7.894999750606987998e-01-4.880022857147965354e-01j)
 (2.000000000000000111e-01+0.000000000000000000e+00j)	 (4.612973438002144766e-01-1.149217568011058899e-01j)	 (9.819642078753666459e-01-9.425374183786187909e-02j)	 (6.573890393323732206e-02+1.501363484001221882e-01j)	 (7.352715186979763562e-01-6.576574086789463980e-01j)
 (2.399999999999999911e-01+0.000000000000000000e+00j)	 (1.706324122412308242e-01-4.615113391910913854e-01j)	 (2.647301751796589109e-01-9.597311939918774515e-01j)	 (-8.474557205079648325e-02-4.064674213337306913e-02j)	 (5.827475410657547705e-01-8.071996864181407716e-01j)
 (2.800000000000000266e-01+0.000000000000000000e+00j)	 (-2.465471304515813589e-01-3.094385298336189694e-01j)	 (-7.751119219694648788e-01-5.427540533199851636e-01j)	 (-3.122735680271313541e-01+8.428976650302752449e-02j)	 (3.967300414114121598e-01-8.590609572179214171e-01j)
 (3.200000000000000067e-01+0.000000000000000000e+00j)	 (-2.288528208599678870e-01+1.123043339410309538e-01j)	 (-6.885099867752385583e-01+5.646711161175922422e-01j)	 (-2.555658963841985765e-01+3.765456165441528613e-01j)	 (2.705300103789011201e-01-8.483589952084666930e-01j)
 (3.599999999999999867e-01+0.000000000000000000e+00j)	 (1.726185170308656147e-01+2.000989158187266026e-01j)	 (3.915996710163791028e-01+8.031059082472069566e-01j)	 (5.133659363826392763e-02+4.461335584238355079e-01j)	 (1.989532838680348470e-01-8.710608434775576336e-01j)
