0.000000000000000000e+00	0.000000000000000000e+00
2.999999999999999889e-02	-6.620507970261176878e-01
5.999999999999999778e-02	-8.789478945638824481e-01
8.999999999999999667e-02	-7.062865483143583312e-01
1.199999999999999956e-01	-3.593442278752355667e-01
1.499999999999999944e-01	1.672461056910654054e-01
1.799999999999999933e-01	7.624966776922498246e-01
2.099999999999999922e-01	9.869708665224308231e-01
2.399999999999999911e-01	6.222845269383130429e-01
2.700000000000000178e-01	9.581231763852556677e-03
2.999999999999999889e-01	-4.668286960624252191e-01
3.299999999999999600e-01	-7.736138528085593213e-01
3.599999999999999867e-01	-8.688761336829564641e-01
3.900000000000000133e-01	-5.206708811083925470e-01
4.199999999999999845e-01	1.985791795512825697e-01
4.499999999999999556e-01	7.698111346729602511e-01
4.799999999999999822e-01	8.609620523134503545e-01
5.100000000000000089e-01	6.277852433477699723e-01
5.400000000000000355e-01	2.387415835257962193e-01
5.699999999999999512e-01	-3.313431114508926245e-01
5.999999999999999778e-01	-8.756310637374838945e-01
6.300000000000000044e-01	-9.429863100710786927e-01
6.599999999999999201e-01	-4.645051482881095706e-01
6.899999999999999467e-01	1.368862752101158153e-01
7.199999999999999734e-01	5.624065245611653552e-01
7.500000000000000000e-01	8.270874250846736997e-01
7.800000000000000266e-01	8.262283161298107359e-01
8.099999999999999423e-01	3.511242852644519963e-01
8.399999999999999689e-01	-3.858403876927297693e-01
8.699999999999999956e-01	-8.416354466245706822e-01
8.999999999999999112e-01	-8.201216361116566711e-01
9.299999999999999378e-01	-5.393391039778012708e-01
9.599999999999999645e-01	-1.043179195082348659e-01
9.899999999999999911e-01	4.948284750278004185e-01
1.020000000000000018e+00	9.534569613796215481e-01
1.050000000000000044e+00	8.584221811832687399e-01
1.080000000000000071e+00	2.986694129742901715e-01
1.109999999999999876e+00	-2.694863255009665726e-01
1.139999999999999902e+00	-6.473026736970505235e-01
1.169999999999999929e+00	-8.624526307369292377e-01
1.199999999999999956e+00	-7.483041759662785175e-01
1.229999999999999982e+00	-1.616456309257904012e-01
1.260000000000000009e+00	5.517453649825322382e-01
1.290000000000000036e+00	8.779796532736885428e-01
1.319999999999999840e+00	7.616925221985089145e-01
1.349999999999999867e+00	4.406030871819101580e-01
1.379999999999999893e+00	-4.310300783912655864e-02
1.409999999999999920e+00	-6.489893616697967049e-01
1.439999999999999947e+00	-9.900860333541751102e-01
1.469999999999999973e+00	-7.394652945601848382e-01
1.500000000000000000e+00	-1.335489657774433236e-01
1.530000000000000027e+00	3.877066078989016562e-01
1.560000000000000053e+00	7.217110058877874712e-01
1.589999999999999858e+00	8.746157582826857846e-01
1.619999999999999885e+00	6.349498255860155371e-01
1.649999999999999911e+00	-3.758808313371233417e-02
1.679999999999999938e+00	-6.882451368469550967e-01
1.709999999999999964e+00	-8.819354858799478558e-01
1.739999999999999991e+00	-6.898461611067279176e-01
1.770000000000000018e+00	-3.304564841796512331e-01
1.799999999999999822e+00	2.007172308943162564e-01
1.829999999999999849e+00	7.843485035434143438e-01
1.859999999999999876e+00	9.824922962065176790e-01
1.889999999999999902e+00	5.946452758132481087e-01
1.919999999999999929e+00	-2.401305707759948671e-02
1.949999999999999956e+00	-4.922881374749183969e-01
1.979999999999999982e+00	-7.844623801976429167e-01
2.009999999999999787e+00	-8.584583994055111633e-01
2.040000000000000036e+00	-4.888497247489814179e-01
2.069999999999999840e+00	2.351699399879751962e-01
2.100000000000000089e+00	7.903019897717170617e-01
2.129999999999999893e+00	8.581224821280177828e-01
2.160000000000000142e+00	6.073603564230017904e-01
2.189999999999999947e+00	2.076837731806470133e-01
2.219999999999999751e+00	-3.635783248531085921e-01
2.250000000000000000e+00	-8.914955320099663405e-01
2.279999999999999805e+00	-9.312035223608146062e-01
2.310000000000000053e+00	-4.334844204069174811e-01
2.339999999999999858e+00	1.693109046017866326e-01
2.370000000000000107e+00	5.845810575344939641e-01
2.399999999999999911e+00	8.328631727665004592e-01
2.429999999999999716e+00	8.096262509266969332e-01
2.459999999999999964e+00	3.158757219598564703e-01
2.489999999999999769e+00	-4.199586466329430778e-01
2.520000000000000018e+00	-8.558603742130860281e-01
2.549999999999999822e+00	-8.119420817129201495e-01
2.580000000000000071e+00	-5.154198770554371256e-01
2.609999999999999876e+00	-7.168540115810312363e-02
2.639999999999999680e+00	5.244711633654380867e-01
2.669999999999999929e+00	9.625371387956825897e-01
2.699999999999999734e+00	8.399288402305551404e-01
2.729999999999999982e+00	2.656175182453386907e-01
2.759999999999999787e+00	-2.999322006385312656e-01
2.790000000000000036e+00	-6.658001475223287446e-01
2.819999999999999840e+00	-8.626646022413989590e-01
2.850000000000000089e+00	-7.257836991927262282e-01
2.879999999999999893e+00	-1.243973382751204365e-01
2.909999999999999698e+00	5.819607740187179301e-01
2.939999999999999947e+00	8.858330137015819616e-01
2.969999999999999751e+00	7.486610565136925244e-01
3.000000000000000000e+00	4.136594066217080812e-01
3.029999999999999805e+00	-7.646658754166570093e-02
3.060000000000000053e+00	-6.747818286861858583e-01
3.089999999999999858e+00	-9.917801376693143878e-01
3.120000000000000107e+00	-7.153083778914910429e-01
3.149999999999999911e+00	-9.969309410319411591e-02
3.179999999999999716e+00	4.155450340239360552e-01
3.209999999999999964e+00	7.360533955895259828e-01
3.239999999999999769e+00	8.689652080366756515e-01
3.270000000000000018e+00	6.069971844101959002e-01
3.299999999999999822e+00	-7.516166605994856198e-02
3.330000000000000071e+00	-7.134541348179967990e-01
3.359999999999999876e+00	-8.835894640075133699e-01
3.389999999999999680e+00	-6.724341141548031420e-01
3.419999999999999929e+00	-3.010380542543697469e-01
3.449999999999999734e+00	2.338613336491267014e-01
3.479999999999999982e+00	8.050164184440141701e-01
3.509999999999999787e+00	9.766734270870002232e-01
3.540000000000000036e+00	5.660537502124645126e-01
3.569999999999999840e+00	-5.755585970349499231e-02
3.599999999999999645e+00	-5.170009246291935590e-01
3.629999999999999893e+00	-7.942101360677013000e-01
3.659999999999999698e+00	-8.467011443403381632e-01
3.689999999999999947e+00	-4.564073198996398406e-01
3.719999999999999751e+00	2.714489034478318463e-01
3.750000000000000000e+00	8.096930837300385653e-01
3.779999999999999805e+00	8.539391026896178127e-01
3.810000000000000053e+00	5.861057258361020983e-01
3.839999999999999858e+00	1.762862862892874971e-01
3.869999999999999662e+00	-3.952632392392625427e-01
3.899999999999999911e+00	-9.060239812525285874e-01
3.929999999999999716e+00	-9.181362409929239021e-01
3.959999999999999964e+00	-4.017715748876883319e-01
3.989999999999999769e+00	2.015015326017681740e-01
4.019999999999999574e+00	6.058505654013328634e-01
4.049999999999999822e+00	8.374510534121091254e-01
4.080000000000000071e+00	7.918224950868775203e-01
4.109999999999999432e+00	2.801760883027810123e-01
4.139999999999999680e+00	-4.534355309655245247e-01
4.169999999999999929e+00	-8.689104883603907536e-01
4.200000000000000178e+00	-8.025061580311013687e-01
4.229999999999999538e+00	-4.907384197691777583e-01
4.259999999999999787e+00	-3.901199416919729629e-02
4.290000000000000036e+00	5.534115809737161218e-01
4.320000000000000284e+00	9.701510766669318997e-01
4.349999999999999645e+00	8.202571761472207124e-01
4.379999999999999893e+00	2.321733874939210518e-01
4.410000000000000142e+00	-3.300175382427413262e-01
4.439999999999999503e+00	-6.832131378928086862e-01
4.469999999999999751e+00	-8.616725735592015711e-01
4.500000000000000000e+00	-7.022047647494901179e-01
4.530000000000000249e+00	-8.693616698862133285e-02
4.559999999999999609e+00	6.112716950443946029e-01
4.589999999999999858e+00	8.924709310476717228e-01
4.620000000000000107e+00	7.344704246086269928e-01
4.649999999999999467e+00	3.860938799212940142e-01
4.679999999999999716e+00	-1.096421183526330029e-01
4.709999999999999964e+00	-6.996480417200152679e-01
4.740000000000000213e+00	-9.920011128217377516e-01
4.769999999999999574e+00	-6.901092019155417034e-01
4.799999999999999822e+00	-6.570525699982142365e-02
4.830000000000000071e+00	4.428308108955685274e-01
4.859999999999999432e+00	7.492543848976986887e-01
4.889999999999999680e+00	8.620451876549178882e-01
4.919999999999999929e+00	5.782166818111473816e-01
4.950000000000000178e+00	-1.126834866558837078e-01
4.979999999999999538e+00	-7.375981235543040970e-01
5.009999999999999787e+00	-8.839511651663712888e-01
5.040000000000000036e+00	-6.540566096661867279e-01
5.069999999999999396e+00	-2.711114681447419628e-01
5.099999999999999645e+00	2.665730345704152571e-01
5.129999999999999893e+00	8.245390505335984388e-01
5.160000000000000142e+00	9.694761952700312602e-01
5.189999999999999503e+00	5.365507172420597160e-01
5.219999999999999751e+00	-9.094645029252378110e-02
5.250000000000000000e+00	-5.410132312482714978e-01
5.279999999999999361e+00	-8.027628642913130497e-01
5.309999999999999609e+00	-8.336657081157204940e-01
5.339999999999999858e+00	-4.234021547252618256e-01
5.370000000000000107e+00	3.074232311857776345e-01
5.399999999999999467e+00	8.278751334493170688e-01
5.429999999999999716e+00	8.484840385594254464e-01
5.459999999999999964e+00	5.640259133477535380e-01
5.490000000000000213e+00	1.445773892889067880e-01
5.519999999999999574e+00	-4.263039675616668300e-01
5.549999999999999822e+00	-9.192454498980215938e-01
5.580000000000000071e+00	-9.037769048948952610e-01
5.609999999999999432e+00	-3.694054145244722309e-01
5.639999999999999680e+00	2.333801341777895777e-01
5.669999999999999929e+00	6.262139835829139134e-01
5.700000000000000178e+00	8.408368787200007910e-01
5.729999999999999538e+00	7.728193913503632606e-01
5.759999999999999787e+00	2.441241132617814336e-01
5.790000000000000036e+00	-4.862679584860634119e-01
5.819999999999999396e+00	-8.807490260331870546e-01
5.849999999999999645e+00	-7.918013005592058340e-01
5.879999999999999893e+00	-4.653939087591971169e-01
5.910000000000000142e+00	-6.272750761722885836e-03
5.939999999999999503e+00	5.815570822115047056e-01
5.969999999999999751e+00	9.762920929264256031e-01
6.000000000000000000e+00	7.994819207607278821e-01
6.029999999999999361e+00	1.983078550818229147e-01
6.059999999999999609e+00	-3.596228705648798485e-01
6.089999999999999858e+00	-6.995545804884526486e-01
6.120000000000000107e+00	-8.594920241795300786e-01
6.149999999999999467e+00	-6.775448634572706075e-01
6.179999999999999716e+00	-4.938973060554038841e-02
6.209999999999999964e+00	6.396911992710460071e-01
6.240000000000000213e+00	8.978689349336419490e-01
6.269999999999999574e+00	7.191103588608007691e-01
6.299999999999999822e+00	3.580050018456108485e-01
6.330000000000000071e+00	-1.426350573843511715e-01
6.359999999999999432e+00	-7.235271268366589847e-01
6.389999999999999680e+00	-9.907359212452873098e-01
6.419999999999999929e+00	-6.639436599580997855e-01
6.450000000000000178e+00	-3.159289833051098784e-02
6.479999999999999538e+00	4.695028589078422687e-01
