# time, all_Ur_only, Ur_only_3term,
 (4.400000000000000022e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.962671572875254067e-01j)	 (-0.000000000000000000e+00-4.958782485578728250e-01j)
 (4.600000000000000200e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.455817713112341649e-01j)	 (-0.000000000000000000e+00-4.502840314061247184e-01j)
 (4.799999999999999822e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.621737843860375006e-01j)	 (-0.000000000000000000e+00-2.851901101136596339e-01j)
 (5.000000000000000000e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.508629893485421980e-02j)	 (-0.000000000000000000e+00-6.278065132588685204e-02j)
 (5.200000000000000178e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.119339246267509247e-01j)	 (0.000000000000000000e+00+1.460669279592240466e-01j)
 (5.400000000000000355e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.202298228451804230e-01j)	 (0.000000000000000000e+00+2.440390671723299543e-01j)
 (5.600000000000000533e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.709440797351424512e-01j)	 (0.000000000000000000e+00+1.990666754275299266e-01j)
 (5.799999999999999600e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+8.497532803611340668e-02j)	 (0.000000000000000000e+00+3.784666107003001323e-02j)
 (5.999999999999999778e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.680229221889023572e-01j)	 (-0.000000000000000000e+00-1.898371663885073390e-01j)
 (6.199999999999999956e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.807545201897810649e-01j)	 (-0.000000000000000000e+00-3.784210678118654636e-01j)
 (6.400000000000000133e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.669470435844907397e-01j)	 (-0.000000000000000000e+00-4.524159992311072020e-01j)
 (6.600000000000000311e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.071701622871414794e-01j)	 (-0.000000000000000000e+00-3.957857431100380574e-01j)
 (6.800000000000000488e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.983373016277919232e-01j)	 (-0.000000000000000000e+00-2.068932936801491373e-01j)
 (7.000000000000000666e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+6.255624984056931681e-02j)	 (0.000000000000000000e+00+2.995862722786948179e-02j)
 (7.199999999999999734e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.754575610831468957e-01j)	 (0.000000000000000000e+00+2.267025485203344737e-01j)
 (7.399999999999999911e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.701868810422601630e-01j)	 (0.000000000000000000e+00+3.153861055003027714e-01j)
 (7.600000000000000089e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.129013904639162957e-01j)	 (0.000000000000000000e+00+2.662323429056041579e-01j)
 (7.800000000000000266e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.174634739141654782e-01j)	 (0.000000000000000000e+00+9.313900064134825185e-02j)
 (8.000000000000000444e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.354522907321224490e-01j)	 (-0.000000000000000000e+00-1.295125937701554486e-01j)
 (8.200000000000000622e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.336778227158230803e-01j)	 (-0.000000000000000000e+00-3.050753534168272330e-01j)
 (8.399999999999999689e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.092797869514306353e-01j)	 (-0.000000000000000000e+00-3.670655121145937616e-01j)
 (8.599999999999999867e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.174069641080630166e-01j)	 (-0.000000000000000000e+00-2.820869803877949500e-01j)
 (8.800000000000000044e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.066702975264259973e-01j)	 (-0.000000000000000000e+00-9.189176579962715641e-02j)
 (9.000000000000000222e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.587843452122826293e-01j)	 (0.000000000000000000e+00+1.517486327394764745e-01j)
 (9.200000000000000400e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.628369497505630203e-01j)	 (0.000000000000000000e+00+3.433208025898143445e-01j)
 (9.400000000000000577e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.424217260614133340e-01j)	 (0.000000000000000000e+00+4.188043595697826249e-01j)
 (9.599999999999999645e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.686352686838815784e-01j)	 (0.000000000000000000e+00+3.521596806822350212e-01j)
 (9.799999999999999822e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.546066144081551519e-01j)	 (0.000000000000000000e+00+1.634454491729870063e-01j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-9.893488616942086589e-02j)	 (-0.000000000000000000e+00-6.365025778821215008e-02j)
 (1.020000000000000018e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.845017349073062363e-01j)	 (-0.000000000000000000e+00-2.275442836827298032e-01j)
 (1.040000000000000036e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.412916410733785599e-01j)	 (-0.000000000000000000e+00-2.746114716074871120e-01j)
 (1.060000000000000053e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.371452377915606313e-01j)	 (-0.000000000000000000e+00-1.775714914765940122e-01j)
 (1.080000000000000071e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.375968593875299267e-02j)	 (0.000000000000000000e+00+2.675753262323617154e-02j)
 (1.100000000000000089e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.443026732465831963e-01j)	 (0.000000000000000000e+00+2.602479311623398517e-01j)
 (1.120000000000000107e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.391577164466275440e-01j)	 (0.000000000000000000e+00+4.386627416997969653e-01j)
 (1.140000000000000124e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.903442171517480297e-01j)	 (0.000000000000000000e+00+4.850055609537896051e-01j)
 (1.159999999999999920e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.841211851042751202e-01j)	 (0.000000000000000000e+00+3.900255267271828252e-01j)
 (1.179999999999999938e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.544228609144386033e-01j)	 (0.000000000000000000e+00+1.869497728490197852e-01j)
 (1.199999999999999956e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-9.202269811711899505e-02j)	 (-0.000000000000000000e+00-3.449956146759336484e-02j)
 (1.219999999999999973e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.634229685956880895e-01j)	 (-0.000000000000000000e+00-1.896010206398125175e-01j)
 (1.239999999999999991e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.078294963486655211e-01j)	 (-0.000000000000000000e+00-2.293406436369587742e-01j)
 (1.260000000000000009e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.008022272803375863e-01j)	 (-0.000000000000000000e+00-1.322835801833611158e-01j)
 (1.280000000000000027e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.458759223055701632e-02j)	 (0.000000000000000000e+00+6.980707088743673405e-02j)
 (1.300000000000000044e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.815553338028094488e-01j)	 (0.000000000000000000e+00+3.023442731696939223e-01j)
 (1.320000000000000062e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.566101244711595064e-01j)	 (0.000000000000000000e+00+4.579889826944733011e-01j)
 (1.340000000000000080e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.922388347648318785e-01j)	 (0.000000000000000000e+00+4.893043416229077014e-01j)
 (1.360000000000000098e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.590731620302395344e-01j)	 (0.000000000000000000e+00+3.694676317136817989e-01j)
 (1.380000000000000115e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.252071754894893418e-01j)	 (0.000000000000000000e+00+1.585826155614943889e-01j)
 (1.400000000000000133e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.340491176786688388e-01j)	 (-0.000000000000000000e+00-7.963725086636400108e-02j)
 (1.419999999999999929e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.981013650832023965e-01j)	 (-0.000000000000000000e+00-2.276735296770222572e-01j)
 (1.439999999999999947e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.255584718643889652e-01j)	 (-0.000000000000000000e+00-2.537164228958357359e-01j)
 (1.459999999999999964e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.963368070774394736e-01j)	 (-0.000000000000000000e+00-1.434452198446857230e-01j)
 (1.479999999999999982e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.403387821996525092e-02j)	 (0.000000000000000000e+00+6.550012998276660836e-02j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.731997168310739132e-01j)	 (0.000000000000000000e+00+2.776898448916084727e-01j)
 (1.520000000000000018e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.287974007182375757e-01j)	 (0.000000000000000000e+00+4.184029310347953112e-01j)
 (1.540000000000000036e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.369907556728503950e-01j)	 (0.000000000000000000e+00+4.154593541857200534e-01j)
 (1.560000000000000053e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.980306438920478640e-01j)	 (0.000000000000000000e+00+2.848784577619780656e-01j)
 (1.580000000000000071e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.377262632961929217e-02j)	 (0.000000000000000000e+00+5.752585322369765247e-02j)
 (1.600000000000000089e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.102421408802489511e-01j)	 (-0.000000000000000000e+00-1.766545687738879378e-01j)
 (1.620000000000000107e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.650197670823236984e-01j)	 (-0.000000000000000000e+00-3.185274962193082038e-01j)
 (1.640000000000000124e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.773292818880423227e-01j)	 (-0.000000000000000000e+00-3.337361488278916544e-01j)
 (1.660000000000000142e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.351560406364640587e-01j)	 (-0.000000000000000000e+00-2.108315673636468324e-01j)
 (1.679999999999999938e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.716652224137066543e-03j)	 (0.000000000000000000e+00+3.585281374238577685e-03j)
 (1.699999999999999956e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.307620326888212836e-01j)	 (0.000000000000000000e+00+2.053415439051649027e-01j)
 (1.719999999999999973e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.729733204729170915e-01j)	 (0.000000000000000000e+00+3.280366845285119792e-01j)
 (1.739999999999999991e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.611575610831470606e-01j)	 (0.000000000000000000e+00+3.127914572499871926e-01j)
 (1.760000000000000009e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.965963039362831899e-01j)	 (0.000000000000000000e+00+1.619834269972016960e-01j)
 (1.780000000000000027e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-5.367513895620408537e-02j)	 (-0.000000000000000000e+00-6.608486296602798793e-02j)
 (1.800000000000000044e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.989999566724111935e-01j)	 (-0.000000000000000000e+00-2.926359956417322605e-01j)
 (1.820000000000000062e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.422121499812308731e-01j)	 (-0.000000000000000000e+00-4.248880338421604508e-01j)
 (1.840000000000000080e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.368149891043305311e-01j)	 (-0.000000000000000000e+00-4.229203408540148645e-01j)
 (1.860000000000000098e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.690106295345479070e-01j)	 (-0.000000000000000000e+00-2.722279653889467244e-01j)
 (1.880000000000000115e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.707027432303313524e-02j)	 (-0.000000000000000000e+00-6.630913972509687448e-02j)
 (1.900000000000000133e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.957148031036180791e-01j)	 (0.000000000000000000e+00+1.417625556990844971e-01j)
 (1.919999999999999929e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.239259862856610495e-01j)	 (0.000000000000000000e+00+2.507757897719127271e-01j)
 (1.939999999999999947e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.923436486365748599e-01j)	 (0.000000000000000000e+00+2.234360928099458077e-01j)
 (1.959999999999999964e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.248020614038210935e-01j)	 (0.000000000000000000e+00+7.095588001646550846e-02j)
 (1.979999999999999982e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.266766668367260706e-01j)	 (-0.000000000000000000e+00-1.611127670805109213e-01j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.648589484678665396e-01j)	 (-0.000000000000000000e+00-3.743695346748255881e-01j)
 (2.020000000000000018e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.921932503525602298e-01j)	 (-0.000000000000000000e+00-4.908851028073651368e-01j)
 (2.040000000000000036e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.641385515959057795e-01j)	 (-0.000000000000000000e+00-4.659770292269908021e-01j)
 (2.060000000000000053e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.874645221120131211e-01j)	 (-0.000000000000000000e+00-3.080059741054823053e-01j)
 (2.080000000000000071e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.426853198188786753e-02j)	 (-0.000000000000000000e+00-8.093757954020000533e-02j)
 (2.100000000000000089e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.967484953228708644e-01j)	 (0.000000000000000000e+00+1.268509900025806547e-01j)
 (2.120000000000000107e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.134840905032674208e-01j)	 (0.000000000000000000e+00+2.323789427011704323e-01j)
 (2.140000000000000124e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.724959393686973153e-01j)	 (0.000000000000000000e+00+1.984618593784657770e-01j)
 (2.160000000000000142e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+8.404997987580398178e-02j)	 (0.000000000000000000e+00+2.907242763854991918e-02j)
 (2.180000000000000160e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.543420997299810860e-01j)	 (-0.000000000000000000e+00-1.851366000506552423e-01j)
 (2.200000000000000178e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.831910335852585781e-01j)	 (-0.000000000000000000e+00-3.896257052940561572e-01j)
 (2.220000000000000195e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.880159685938753600e-01j)	 (-0.000000000000000000e+00-4.826773123959169354e-01j)
 (2.240000000000000213e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.322734018715767013e-01j)	 (-0.000000000000000000e+00-4.314602290732121870e-01j)
 (2.260000000000000231e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.376553644400413723e-01j)	 (-0.000000000000000000e+00-2.524692515058995501e-01j)
 (2.280000000000000249e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.794321228148935271e-02j)	 (-0.000000000000000000e+00-2.306898102733039718e-02j)
 (2.300000000000000266e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.483757464443239193e-01j)	 (0.000000000000000000e+00+1.861503496999077356e-01j)
 (2.319999999999999840e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.494477070905565030e-01j)	 (0.000000000000000000e+00+2.819190094872412455e-01j)
 (2.339999999999999858e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.914136883747887041e-01j)	 (0.000000000000000000e+00+2.348097905408055852e-01j)
 (2.359999999999999876e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+9.921252506185262998e-02j)	 (0.000000000000000000e+00+6.201870837144022458e-02j)
 (2.379999999999999893e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.573145094216561457e-01j)	 (-0.000000000000000000e+00-1.659058568130726830e-01j)
 (2.399999999999999911e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.549522474045335718e-01j)	 (-0.000000000000000000e+00-3.386180807591243069e-01j)
 (2.419999999999999929e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.357511939501680365e-01j)	 (-0.000000000000000000e+00-4.084568721963672822e-01j)
 (2.439999999999999947e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.578377379828774352e-01j)	 (-0.000000000000000000e+00-3.373316413284675463e-01j)
 (2.459999999999999964e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.466406637611548103e-01j)	 (-0.000000000000000000e+00-1.418676929881456106e-01j)
 (2.479999999999999982e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.178374548139513728e-01j)	 (0.000000000000000000e+00+9.789704358449073662e-02j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.240607700303503869e-01j)	 (0.000000000000000000e+00+2.925945182675490086e-01j)
 (2.520000000000000018e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.144744045645145092e-01j)	 (0.000000000000000000e+00+3.753006888867797541e-01j)
 (2.540000000000000036e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.320873375215417367e-01j)	 (0.000000000000000000e+00+3.062779400082327741e-01j)
 (2.560000000000000053e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.355741901038911845e-01j)	 (0.000000000000000000e+00+1.347610173055266425e-01j)
 (2.580000000000000071e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.127270038462768881e-01j)	 (-0.000000000000000000e+00-8.801362184380703835e-02j)
 (2.600000000000000089e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.092214175117732333e-01j)	 (-0.000000000000000000e+00-2.655575737735039188e-01j)
 (2.620000000000000107e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.680060458929819700e-01j)	 (-0.000000000000000000e+00-3.126042295870160026e-01j)
 (2.640000000000000124e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.751269045007421199e-01j)	 (-0.000000000000000000e+00-2.234020434569461699e-01j)
 (2.660000000000000142e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.803995475017912298e-02j)	 (-0.000000000000000000e+00-1.477058069535205909e-02j)
 (2.680000000000000160e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.119699657733931653e-01j)	 (0.000000000000000000e+00+2.204552471476317332e-01j)
 (2.700000000000000178e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.087978011795732058e-01j)	 (0.000000000000000000e+00+3.993579256507328035e-01j)
 (2.720000000000000195e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.746470435844907243e-01j)	 (0.000000000000000000e+00+4.618837661840735631e-01j)
 (2.740000000000000213e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.797198484809835017e-01j)	 (0.000000000000000000e+00+3.773510407640085496e-01j)
 (2.760000000000000231e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.671449261627237504e-01j)	 (0.000000000000000000e+00+1.902319625684645299e-01j)
 (2.780000000000000249e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-8.997880746188588463e-02j)	 (-0.000000000000000000e+00-3.821859107903059077e-02j)
 (2.800000000000000266e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.689180912721602645e-01j)	 (-0.000000000000000000e+00-1.989498752737514087e-01j)
 (2.819999999999999840e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.204496713261640317e-01j)	 (-0.000000000000000000e+00-2.442589156533135353e-01j)
 (2.839999999999999858e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.089614895543619455e-01j)	 (-0.000000000000000000e+00-1.416449239854026265e-01j)
 (2.859999999999999876e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.115848147554907910e-02j)	 (0.000000000000000000e+00+6.945387463059027322e-02j)
 (2.879999999999999893e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.672576678625206981e-01j)	 (0.000000000000000000e+00+2.884708712981171042e-01j)
 (2.899999999999999911e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.531647925905821217e-01j)	 (0.000000000000000000e+00+4.569478138699301639e-01j)
 (2.919999999999999929e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.954807611844574966e-01j)	 (0.000000000000000000e+00+4.949857864376269179e-01j)
 (2.939999999999999947e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.805698611713404511e-01j)	 (0.000000000000000000e+00+3.909643308547827156e-01j)
 (2.959999999999999964e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.452819446215896093e-01j)	 (0.000000000000000000e+00+1.808494157152729653e-01j)
 (2.979999999999999982e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-9.502668260627988861e-02j)	 (-0.000000000000000000e+00-3.633681976779644385e-02j)
 (3.000000000000000000e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.722859628271792065e-01j)	 (-0.000000000000000000e+00-1.994186090259054689e-01j)
 (3.020000000000000018e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.187460439707500148e-01j)	 (-0.000000000000000000e+00-2.417067601604756533e-01j)
 (3.040000000000000036e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.899011558790970611e-01j)	 (-0.000000000000000000e+00-1.266504543019603968e-01j)
 (3.060000000000000053e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.993729637127398979e-02j)	 (0.000000000000000000e+00+8.921707806618670022e-02j)
 (3.080000000000000071e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.915838961668401064e-01j)	 (0.000000000000000000e+00+3.060795851811643487e-01j)
 (3.100000000000000089e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.509638131010374473e-01j)	 (0.000000000000000000e+00+4.460847763108502506e-01j)
 (3.120000000000000107e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.655775216000221373e-01j)	 (0.000000000000000000e+00+4.574457936163768279e-01j)
 (3.140000000000000124e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.359603030380329813e-01j)	 (0.000000000000000000e+00+3.359956583770923322e-01j)
 (3.160000000000000142e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+9.052403691773171224e-02j)	 (0.000000000000000000e+00+1.158031043451507869e-01j)
 (3.180000000000000160e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.594388273309928217e-01j)	 (-0.000000000000000000e+00-1.157042729146048610e-01j)
 (3.200000000000000178e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.306259989760181872e-01j)	 (-0.000000000000000000e+00-2.727846642749585659e-01j)
 (3.220000000000000195e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.483143720050504433e-01j)	 (-0.000000000000000000e+00-2.918165401882453214e-01j)
 (3.240000000000000213e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.189715654414148005e-01j)	 (-0.000000000000000000e+00-1.771108439951711855e-01j)
 (3.260000000000000231e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.895277784863584961e-02j)	 (0.000000000000000000e+00+3.072610575539187414e-02j)
