# time, all_Ur_only, Ur_only_3term, <X3UrX3>, <X3UrX1X2X3>, <X1X2X3UrX1X2X3>
 (2.200000000000000011e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.451386882858731298e-01j)	 (0.000000000000000000e+00+3.451376883358693859e-01j)	 (6.903999999999999027e-01+0.000000000000000000e+00j)	 (2.140000000000000235e-02+0.000000000000000000e+00j)	 (-1.479999999999997984e-02+0.000000000000000000e+00j)
 (2.399999999999999911e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.291766637502166915e-01j)	 (0.000000000000000000e+00+1.291731639252035602e-01j)	 (2.583999999999999631e-01+0.000000000000000000e+00j)	 (9.400000000000019451e-03+0.000000000000000000e+00j)	 (-8.599999999999996536e-03+0.000000000000000000e+00j)
 (2.600000000000000089e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.227073747093948008e-01j)	 (-0.000000000000000000e+00-1.227193741094397966e-01j)	 (-2.454000000000000070e-01+0.000000000000000000e+00j)	 (9.000000000000007994e-03+0.000000000000000000e+00j)	 (4.599999999999992983e-03+0.000000000000000000e+00j)
 (2.800000000000000266e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.479098697222653969e-01j)	 (-0.000000000000000000e+00-3.478958704222129272e-01j)	 (-6.957999999999999741e-01+0.000000000000000000e+00j)	 (1.800000000000023803e-03+0.000000000000000000e+00j)	 (-5.400000000000015898e-03+0.000000000000000000e+00j)
 (2.999999999999999889e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.748652670299654543e-01j)	 (-0.000000000000000000e+00-4.748882658800516743e-01j)	 (-9.497999999999999776e-01+0.000000000000000000e+00j)	 (5.551115123125782702e-17+0.000000000000000000e+00j)	 (-1.099999999999995426e-02+0.000000000000000000e+00j)
 (3.200000000000000067e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.911331786490936713e-01j)	 (-0.000000000000000000e+00-4.911441780991349093e-01j)	 (-9.823999999999999400e-01+0.000000000000000000e+00j)	 (-1.739999999999999880e-02+0.000000000000000000e+00j)	 (3.600000000000047606e-03+0.000000000000000000e+00j)
 (3.400000000000000244e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.851715916556199271e-01j)	 (-0.000000000000000000e+00-3.851775913556424458e-01j)	 (-7.703999999999999737e-01+0.000000000000000000e+00j)	 (-5.200000000000037925e-03+0.000000000000000000e+00j)	 (-1.760000000000000453e-02+0.000000000000000000e+00j)
 (3.599999999999999867e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.894358733219980440e-01j)	 (-0.000000000000000000e+00-1.894593721470861636e-01j)	 (-3.790000000000000036e-01+0.000000000000000000e+00j)	 (-1.439999999999999614e-02+0.000000000000000000e+00j)	 (-8.599999999999996536e-03+0.000000000000000000e+00j)
 (3.800000000000000044e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+6.718294339174472884e-02j)	 (0.000000000000000000e+00+6.716694419168472985e-02j)	 (1.344000000000000195e-01+0.000000000000000000e+00j)	 (1.259999999999997233e-02+0.000000000000000000e+00j)	 (9.800000000000041317e-03+0.000000000000000000e+00j)
 (4.000000000000000222e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.879807436442222146e-01j)	 (0.000000000000000000e+00+2.879737439941959520e-01j)	 (5.760000000000000675e-01+0.000000000000000000e+00j)	 (7.599999999999967892e-03+0.000000000000000000e+00j)	 (-4.599999999999992983e-03+0.000000000000000000e+00j)
 (4.199999999999999845e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.536441505761996673e-01j)	 (0.000000000000000000e+00+4.535971529260234281e-01j)	 (9.072000000000000064e-01+0.000000000000000000e+00j)	 (-3.399999999999986366e-03+0.000000000000000000e+00j)	 (-5.999999999999894307e-04+0.000000000000000000e+00j)
 (4.400000000000000022e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.993859210184157793e-01j)	 (0.000000000000000000e+00+4.993619222183257600e-01j)	 (9.987999999999999101e-01+0.000000000000000000e+00j)	 (1.019999999999998685e-02+0.000000000000000000e+00j)	 (-7.600000000000051159e-03+0.000000000000000000e+00j)
 (4.600000000000000200e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.261881808614287892e-01j)	 (0.000000000000000000e+00+4.261466829362731690e-01j)	 (8.524000000000000465e-01+0.000000000000000000e+00j)	 (1.700000000000001510e-02+0.000000000000000000e+00j)	 (-1.320000000000004503e-02+0.000000000000000000e+00j)
 (4.799999999999999822e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.380330184986089170e-01j)	 (0.000000000000000000e+00+2.380680167487401466e-01j)	 (4.761999999999999567e-01+0.000000000000000000e+00j)	 (1.039999999999999258e-02+0.000000000000000000e+00j)	 (-2.599999999999991207e-03+0.000000000000000000e+00j)
 (5.000000000000000000e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.027188892083060086e-02j)	 (-0.000000000000000000e+00-1.026488927080435390e-02j)	 (-2.059999999999995168e-02+0.000000000000000000e+00j)	 (-1.380000000000003446e-02+0.000000000000000000e+00j)	 (2.839999999999998082e-02+0.000000000000000000e+00j)
 (5.200000000000000178e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.365372507811878133e-01j)	 (-0.000000000000000000e+00-2.365152518811053095e-01j)	 (-4.730000000000000315e-01+0.000000000000000000e+00j)	 (8.399999999999990807e-03+0.000000000000000000e+00j)	 (-1.320000000000004503e-02+0.000000000000000000e+00j)
 (5.400000000000000355e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.259793687973336684e-01j)	 (-0.000000000000000000e+00-4.259703692472999181e-01j)	 (-8.520000000000000906e-01+0.000000000000000000e+00j)	 (-7.599999999999967892e-03+0.000000000000000000e+00j)	 (-1.400000000000012346e-03+0.000000000000000000e+00j)
 (5.600000000000000533e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.990719392170508972e-01j)	 (-0.000000000000000000e+00-4.990754390420640285e-01j)	 (-9.981999999999999762e-01+0.000000000000000000e+00j)	 (-4.799999999999970957e-03+0.000000000000000000e+00j)	 (6.799999999999972733e-03+0.000000000000000000e+00j)
 (5.799999999999999600e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.517116572007028319e-01j)	 (-0.000000000000000000e+00-4.516786588505791178e-01j)	 (-9.033999999999999808e-01+0.000000000000000000e+00j)	 (-4.000000000000003553e-03+0.000000000000000000e+00j)	 (4.000000000000003553e-03+0.000000000000000000e+00j)
 (5.999999999999999778e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.849195691948061548e-01j)	 (-0.000000000000000000e+00-2.849500676699205370e-01j)	 (-5.700000000000000622e-01+0.000000000000000000e+00j)	 (-1.719999999999999307e-02+0.000000000000000000e+00j)	 (-1.519999999999994619e-02+0.000000000000000000e+00j)
 (6.199999999999999956e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-7.307109899257446806e-02j)	 (-0.000000000000000000e+00-7.305959956753134421e-02j)	 (-1.462000000000000521e-01+0.000000000000000000e+00j)	 (-1.540000000000002478e-02+0.000000000000000000e+00j)	 (6.000000000000005329e-03+0.000000000000000000e+00j)
 (6.400000000000000133e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.866678692223054936e-01j)	 (0.000000000000000000e+00+1.866468702722267614e-01j)	 (3.733999999999999542e-01+0.000000000000000000e+00j)	 (1.940000000000002833e-02+0.000000000000000000e+00j)	 (2.799999999999969180e-03+0.000000000000000000e+00j)
 (6.600000000000000311e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.801915156613194791e-01j)	 (0.000000000000000000e+00+3.802010151863550735e-01j)	 (7.603999999999999648e-01+0.000000000000000000e+00j)	 (-4.199999999999981526e-03+0.000000000000000000e+00j)	 (1.600000000000045830e-03+0.000000000000000000e+00j)
 (6.800000000000000488e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.916492828412794003e-01j)	 (0.000000000000000000e+00+4.916522826912906319e-01j)	 (9.834000000000000519e-01+0.000000000000000000e+00j)	 (1.419999999999996265e-02+0.000000000000000000e+00j)	 (5.800000000000027356e-03+0.000000000000000000e+00j)
 (7.000000000000000666e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.767300712946454522e-01j)	 (0.000000000000000000e+00+4.767150720445891832e-01j)	 (9.534000000000000252e-01+0.000000000000000000e+00j)	 (-1.080000000000000404e-02+0.000000000000000000e+00j)	 (-7.999999999999674039e-04+0.000000000000000000e+00j)
 (7.199999999999999734e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.340970628577802914e-01j)	 (0.000000000000000000e+00+3.341105621828309169e-01j)	 (6.681999999999999051e-01+0.000000000000000000e+00j)	 (-7.599999999999995648e-03+0.000000000000000000e+00j)	 (-6.799999999999972733e-03+0.000000000000000000e+00j)
 (7.399999999999999911e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.234756687873392184e-01j)	 (0.000000000000000000e+00+1.234906680373954596e-01j)	 (2.470000000000000528e-01+0.000000000000000000e+00j)	 (2.600000000000046718e-03+0.000000000000000000e+00j)	 (2.039999999999997371e-02+0.000000000000000000e+00j)
 (7.600000000000000089e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.227870082243813360e-01j)	 (-0.000000000000000000e+00-1.227835083993682186e-01j)	 (-2.456000000000000405e-01+0.000000000000000000e+00j)	 (-5.400000000000015898e-03+0.000000000000000000e+00j)	 (-6.199999999999983302e-03+0.000000000000000000e+00j)
 (7.800000000000000266e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.425678643226704456e-01j)	 (-0.000000000000000000e+00-3.425523650976123324e-01j)	 (-6.852000000000000313e-01+0.000000000000000000e+00j)	 (-1.560000000000003051e-02+0.000000000000000000e+00j)	 (5.800000000000027356e-03+0.000000000000000000e+00j)
 (8.000000000000000444e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.734631721370823887e-01j)	 (-0.000000000000000000e+00-4.734951705372023589e-01j)	 (-9.470000000000000639e-01+0.000000000000000000e+00j)	 (2.799999999999996936e-03+0.000000000000000000e+00j)	 (-5.999999999999894307e-04+0.000000000000000000e+00j)
 (8.200000000000000622e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.910248490613127736e-01j)	 (-0.000000000000000000e+00-4.910063499862434289e-01j)	 (-9.819999999999999840e-01+0.000000000000000000e+00j)	 (7.400000000000017675e-03+0.000000000000000000e+00j)	 (-1.000000000000000888e-02+0.000000000000000000e+00j)
 (8.399999999999999689e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.787460279353990211e-01j)	 (-0.000000000000000000e+00-3.787470278854027650e-01j)	 (-7.576000000000000512e-01+0.000000000000000000e+00j)	 (-1.740000000000005431e-02+0.000000000000000000e+00j)	 (3.999999999999559464e-04+0.000000000000000000e+00j)
 (8.599999999999999867e-01+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.798239814138911374e-01j)	 (-0.000000000000000000e+00-1.797904830887655236e-01j)	 (-3.595999999999999752e-01+0.000000000000000000e+00j)	 (-2.000000000000029532e-03+0.000000000000000000e+00j)	 (1.800000000000023803e-03+0.000000000000000000e+00j)
 (8.800000000000000044e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+6.515795964052606415e-02j)	 (0.000000000000000000e+00+6.517545876559167894e-02j)	 (1.304000000000000159e-01+0.000000000000000000e+00j)	 (9.199999999999985967e-03+0.000000000000000000e+00j)	 (6.999999999999950706e-03+0.000000000000000000e+00j)
 (9.000000000000000222e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.968634695147817637e-01j)	 (0.000000000000000000e+00+2.968544699647480134e-01j)	 (5.938000000000001055e-01+0.000000000000000000e+00j)	 (1.520000000000001905e-02+0.000000000000000000e+00j)	 (-8.799999999999974509e-03+0.000000000000000000e+00j)
 (9.200000000000000400e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.554187743544161338e-01j)	 (0.000000000000000000e+00+4.553977754043374016e-01j)	 (9.108000000000000540e-01+0.000000000000000000e+00j)	 (-3.799999999999970068e-03+0.000000000000000000e+00j)	 (-2.719999999999994644e-02+0.000000000000000000e+00j)
 (9.400000000000000577e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.985714767392368518e-01j)	 (0.000000000000000000e+00+4.985499778141562199e-01j)	 (9.972000000000000863e-01+0.000000000000000000e+00j)	 (1.500000000000001332e-02+0.000000000000000000e+00j)	 (-4.799999999999970957e-03+0.000000000000000000e+00j)
 (9.599999999999999645e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.200670144114126980e-01j)	 (0.000000000000000000e+00+4.200360159612964717e-01j)	 (8.402000000000000579e-01+0.000000000000000000e+00j)	 (2.139999999999997460e-02+0.000000000000000000e+00j)	 (1.200000000000034373e-03+0.000000000000000000e+00j)
 (9.799999999999999822e-01+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.494125220358432149e-01j)	 (0.000000000000000000e+00+2.494065223358207239e-01j)	 (4.987999999999999656e-01+0.000000000000000000e+00j)	 (-5.200000000000037925e-03+0.000000000000000000e+00j)	 (-1.940000000000002833e-02+0.000000000000000000e+00j)
 (1.000000000000000000e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.045084246181523201e-02j)	 (-0.000000000000000000e+00-1.041334433667461846e-02j)	 (-2.079999999999998517e-02+0.000000000000000000e+00j)	 (5.399999999999988143e-03+0.000000000000000000e+00j)	 (-8.399999999999963052e-03+0.000000000000000000e+00j)
 (1.020000000000000018e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.458805411219121273e-01j)	 (-0.000000000000000000e+00-2.458885407219421337e-01j)	 (-4.918000000000000149e-01+0.000000000000000000e+00j)	 (-2.200000000000035261e-03+0.000000000000000000e+00j)	 (-1.499999999999995781e-02+0.000000000000000000e+00j)
 (1.040000000000000036e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.223594197935088834e-01j)	 (-0.000000000000000000e+00-4.223754189935688963e-01j)	 (-8.447999999999999954e-01+0.000000000000000000e+00j)	 (-5.600000000000021627e-03+0.000000000000000000e+00j)	 (1.800000000000023803e-03+0.000000000000000000e+00j)
 (1.060000000000000053e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.981450680573879519e-01j)	 (-0.000000000000000000e+00-4.981660670074666841e-01j)	 (-9.963999999999999524e-01+0.000000000000000000e+00j)	 (-8.599999999999996536e-03+0.000000000000000000e+00j)	 (-1.600000000000056889e-03+0.000000000000000000e+00j)
 (1.080000000000000071e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.502997502937210461e-01j)	 (-0.000000000000000000e+00-4.502627521435823010e-01j)	 (-9.006000000000000671e-01+0.000000000000000000e+00j)	 (-1.039999999999996483e-02+0.000000000000000000e+00j)	 (-5.999999999999894307e-04+0.000000000000000000e+00j)
 (1.100000000000000089e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.919882257705627704e-01j)	 (-0.000000000000000000e+00-2.919527275454296689e-01j)	 (-5.840000000000000746e-01+0.000000000000000000e+00j)	 (-1.599999999999998646e-02+0.000000000000000000e+00j)	 (-2.000000000000001776e-03+0.000000000000000000e+00j)
 (1.120000000000000107e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-6.350343736719644971e-02j)	 (-0.000000000000000000e+00-6.351393684223581582e-02j)	 (-1.270000000000000018e-01+0.000000000000000000e+00j)	 (6.200000000000038813e-03+0.000000000000000000e+00j)	 (-1.999999999999990934e-03+0.000000000000000000e+00j)
 (1.140000000000000124e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.913147468814808683e-01j)	 (0.000000000000000000e+00+1.913267462815258779e-01j)	 (3.826000000000000512e-01+0.000000000000000000e+00j)	 (-1.260000000000005560e-02+0.000000000000000000e+00j)	 (2.400000000000002392e-03+0.000000000000000000e+00j)
 (1.159999999999999920e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.875158719470979674e-01j)	 (0.000000000000000000e+00+3.874918731470079480e-01j)	 (7.749999999999999112e-01+0.000000000000000000e+00j)	 (-6.000000000000171863e-04+0.000000000000000000e+00j)	 (4.799999999999970957e-03+0.000000000000000000e+00j)
 (1.179999999999999938e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.913621122040769396e-01j)	 (0.000000000000000000e+00+4.913786113791387966e-01j)	 (9.827999999999998959e-01+0.000000000000000000e+00j)	 (3.600000000000047606e-03+0.000000000000000000e+00j)	 (-8.399999999999963052e-03+0.000000000000000000e+00j)
 (1.199999999999999956e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.748577999025000440e-01j)	 (0.000000000000000000e+00+4.747993028272806670e-01j)	 (9.495999999999999996e-01+0.000000000000000000e+00j)	 (-4.399999999999987255e-03+0.000000000000000000e+00j)	 (1.380000000000003446e-02+0.000000000000000000e+00j)
 (1.219999999999999973e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+3.384036600254929361e-01j)	 (0.000000000000000000e+00+3.383611621503335720e-01j)	 (6.768000000000000682e-01+0.000000000000000000e+00j)	 (1.219999999999998863e-02+0.000000000000000000e+00j)	 (9.600000000000052935e-03+0.000000000000000000e+00j)
 (1.239999999999999991e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+1.246406430517691122e-01j)	 (0.000000000000000000e+00+1.246531424268159799e-01j)	 (2.494000000000000106e-01+0.000000000000000000e+00j)	 (1.739999999999999880e-02+0.000000000000000000e+00j)	 (-1.940000000000002833e-02+0.000000000000000000e+00j)
 (1.260000000000000009e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.223303910581686471e-01j)	 (-0.000000000000000000e+00-1.223208915331330249e-01j)	 (-2.445999999999999841e-01+0.000000000000000000e+00j)	 (9.599999999999997424e-03+0.000000000000000000e+00j)	 (4.000000000000003553e-03+0.000000000000000000e+00j)
 (1.280000000000000027e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.409960154113387820e-01j)	 (-0.000000000000000000e+00-3.410010151613575569e-01j)	 (-6.819999999999999396e-01+0.000000000000000000e+00j)	 (3.800000000000025580e-03+0.000000000000000000e+00j)	 (-3.200000000000036149e-03+0.000000000000000000e+00j)
 (1.300000000000000044e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.746538151013601770e-01j)	 (-0.000000000000000000e+00-4.746623146763920276e-01j)	 (-9.494000000000000217e-01+0.000000000000000000e+00j)	 (-1.039999999999999258e-02+0.000000000000000000e+00j)	 (-1.439999999999996838e-02+0.000000000000000000e+00j)
 (1.320000000000000062e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.903782038971999935e-01j)	 (-0.000000000000000000e+00-4.903742040971850180e-01j)	 (-9.807999999999998941e-01+0.000000000000000000e+00j)	 (-5.399999999999960387e-03+0.000000000000000000e+00j)	 (2.999999999999947153e-03+0.000000000000000000e+00j)
 (1.340000000000000080e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-3.805848734969818903e-01j)	 (-0.000000000000000000e+00-3.805408756968168826e-01j)	 (-7.612000000000000988e-01+0.000000000000000000e+00j)	 (-1.979999999999995652e-02+0.000000000000000000e+00j)	 (8.999999999999952482e-03+0.000000000000000000e+00j)
 (1.360000000000000098e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-1.880906030922651073e-01j)	 (-0.000000000000000000e+00-1.880716040421938628e-01j)	 (-3.762000000000000344e-01+0.000000000000000000e+00j)	 (-9.399999999999991696e-03+0.000000000000000000e+00j)	 (1.560000000000000275e-02+0.000000000000000000e+00j)
 (1.380000000000000115e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+6.416846411519042115e-02j)	 (0.000000000000000000e+00+6.418646321525792175e-02j)	 (1.284000000000000141e-01+0.000000000000000000e+00j)	 (4.800000000000026468e-03+0.000000000000000000e+00j)	 (5.400000000000015898e-03+0.000000000000000000e+00j)
 (1.400000000000000133e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.902682667674879591e-01j)	 (0.000000000000000000e+00+2.902742664675104778e-01j)	 (5.806000000000000050e-01+0.000000000000000000e+00j)	 (7.400000000000073186e-03+0.000000000000000000e+00j)	 (1.800000000000023803e-03+0.000000000000000000e+00j)
 (1.419999999999999929e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.547420606829415957e-01j)	 (0.000000000000000000e+00+4.546920631827541248e-01j)	 (9.093999999999999861e-01+0.000000000000000000e+00j)	 (-1.399999999999956835e-03+0.000000000000000000e+00j)	 (-5.600000000000049383e-03+0.000000000000000000e+00j)
 (1.439999999999999947e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.980699418168559323e-01j)	 (0.000000000000000000e+00+4.980674419418465448e-01j)	 (9.961999999999999744e-01+0.000000000000000000e+00j)	 (8.000000000000007105e-03+0.000000000000000000e+00j)	 (-8.599999999999996536e-03+0.000000000000000000e+00j)
 (1.459999999999999964e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+4.204783538484547223e-01j)	 (0.000000000000000000e+00+4.204918531735053477e-01j)	 (8.409999999999999698e-01+0.000000000000000000e+00j)	 (-1.000000000000000888e-03+0.000000000000000000e+00j)	 (-1.079999999999997629e-02+0.000000000000000000e+00j)
 (1.479999999999999982e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+2.432075297727632479e-01j)	 (0.000000000000000000e+00+2.432175292728007421e-01j)	 (4.863999999999999990e-01+0.000000000000000000e+00j)	 (-9.400000000000019451e-03+0.000000000000000000e+00j)	 (8.799999999999974509e-03+0.000000000000000000e+00j)
 (1.500000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+5.815214246431357932e-03j)	 (0.000000000000000000e+00+5.803714821388236689e-03j)	 (1.160000000000005471e-02+0.000000000000000000e+00j)	 (-1.599999999999934808e-03+0.000000000000000000e+00j)	 (-1.120000000000004325e-02+0.000000000000000000e+00j)
 (1.520000000000000018e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.444058698597566526e-01j)	 (-0.000000000000000000e+00-2.444073697847622684e-01j)	 (-4.887999999999999567e-01+0.000000000000000000e+00j)	 (5.400000000000071410e-03+0.000000000000000000e+00j)	 (1.600000000000045830e-03+0.000000000000000000e+00j)
 (1.540000000000000036e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.205764864385105883e-01j)	 (-0.000000000000000000e+00-4.205539875634262126e-01j)	 (-8.411999999999999478e-01+0.000000000000000000e+00j)	 (-1.419999999999999041e-02+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.560000000000000053e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.995996728245305496e-01j)	 (-0.000000000000000000e+00-4.995596748243805729e-01j)	 (-9.992000000000000881e-01+0.000000000000000000e+00j)	 (-1.119999999999998774e-02+0.000000000000000000e+00j)	 (-1.299999999999995604e-02+0.000000000000000000e+00j)
 (1.580000000000000071e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-4.537847385446021065e-01j)	 (-0.000000000000000000e+00-4.537647395445271181e-01j)	 (-9.075999999999999623e-01+0.000000000000000000e+00j)	 (-9.599999999999969669e-03+0.000000000000000000e+00j)	 (-6.599999999999994760e-03+0.000000000000000000e+00j)
 (1.600000000000000089e+00+0.000000000000000000e+00j)	 (-0.000000000000000000e+00-2.899811986225987459e-01j)	 (-0.000000000000000000e+00-2.899936979976456275e-01j)	 (-5.800000000000000711e-01+0.000000000000000000e+00j)	 (4.000000000000669687e-04+0.000000000000000000e+00j)	 (4.199999999999981526e-03+0.000000000000000000e+00j)
